id,match_date,year,round,venue,home_team,away_team,result,home_margin,home_team_name,home_feat_form_5,home_feat_rolling_margin_5,home_feat_rolling_score_5,home_feat_rest_days,home_feat_ladder_pts,home_feat_h2h_win_5,home_feat_venue_win_10,away_feat_form_5,away_feat_rolling_margin_5,away_feat_rolling_score_5,away_feat_rest_days,away_feat_ladder_pts,away_feat_h2h_win_5,away_feat_venue_win_10,feat_diff_form_5,feat_diff_margin_5,feat_diff_rest,feat_diff_ladder,target_win,target_margin
7632,2017-09-23,2017,PF,Melbourne Cricket Ground,Richmond Tigers,Greater Western Sydney Giants,W,36,Richmond Tigers,0.8,42.2,105.4,15.0,64.0,0.6,0.8,,,,,,,,,,,,1,36
7634,2018-03-22,2018,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,26,Richmond Tigers,1.0,56.0,115.8,21.0,0.0,1.0,0.8,,,,,,,,,,,,1,26
7636,2018-04-08,2018,3,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,13,Richmond Tigers,0.8,25.0,101.0,10.0,4.0,0.6,0.9,,,,,,,,,,,,1,13
7637,2018-04-14,2018,4,Melbourne Cricket Ground,Richmond Tigers,Brisbane Lions,W,93,Richmond Tigers,0.8,17.4,103.2,6.0,8.0,1.0,0.9,,,,,,,,,,,,1,93
7640,2018-05-06,2018,7,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,W,77,Richmond Tigers,0.8,31.8,101.8,7.0,20.0,0.6,1.0,,,,,,,,,,,,1,77
7643,2018-05-26,2018,10,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,W,28,Richmond Tigers,0.8,25.8,98.0,6.0,28.0,0.6,1.0,,,,,,,,,,,,1,28
7647,2018-06-28,2018,15,Marvel Stadium,Richmond Tigers,Sydney Swans,W,26,Richmond Tigers,0.6,11.2,88.6,11.0,40.0,0.6,0.6,,,,,,,,,,,,1,26
7648,2018-07-06,2018,16,Melbourne Cricket Ground,Richmond Tigers,Adelaide Crows,W,47,Richmond Tigers,0.8,25.8,90.6,8.0,44.0,0.2,1.0,,,,,,,,,,,,1,47
7651,2018-07-28,2018,19,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,W,28,Richmond Tigers,0.8,28.6,93.4,8.0,52.0,0.8,1.0,,,,,,,,,,,,1,28
7652,2018-08-03,2018,20,Melbourne Cricket Ground,Richmond Tigers,geelong cats,W,3,Richmond Tigers,0.8,30.6,97.8,6.0,56.0,0.25,1.0,,,,,,,,,,,,1,3
7654,2018-08-17,2018,22,"Melbourne Cricket Ground
",Richmond Tigers,Essendon Bombers,W,8,Richmond Tigers,0.8,31.4,100.6,6.0,64.0,1.0,0.5,,,,,,,,,,,,1,8
7655,2018-08-25,2018,23,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,W,3,Richmond Tigers,1.0,33.4,101.4,8.0,68.0,0.2,1.0,,,,,,,,,,,,1,3
7656,2018-09-06,2018,QF,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,31,Richmond Tigers,1.0,23.2,98.8,12.0,72.0,0.6,1.0,,,,,,,,,,,,1,31
7657,2018-09-21,2018,PF,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,L,-39,Richmond Tigers,1.0,23.8,96.8,15.0,76.0,0.8,1.0,,,,,,,,,,,,0,-39
7659,2019-03-28,2019,2,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,L,-44,Richmond Tigers,0.8,7.2,85.8,7.0,4.0,0.8,0.9,,,,,,,,,,,,0,-44
7662,2019-04-20,2019,5,Marvel Stadium,Richmond Tigers,Sydney Swans,W,22,Richmond Tigers,0.4,-18.4,79.2,7.0,8.0,0.6,0.6,,,,,,,,,,,,1,22
7663,2019-04-24,2019,6,Melbourne Cricket Ground,Richmond Tigers,melbourne demons,W,43,Richmond Tigers,0.6,-6.2,85.4,4.0,12.0,0.5,0.8,,,,,,,,,,,,1,43
7666,2019-05-19,2019,9,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,36,Richmond Tigers,0.8,10.0,87.2,7.0,20.0,0.8,0.8,,,,,,,,,,,,1,36
7667,2019-05-25,2019,10,Melbourne Cricket Ground,Richmond Tigers,essendon bombers,W,23,Richmond Tigers,0.8,15.8,86.4,6.0,24.0,0.6,0.8,,,,,,,,,,,,1,23
7669,2019-06-07,2019,12,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,L,-67,Richmond Tigers,0.6,0.0,78.6,7.0,28.0,0.2,0.8,,,,,,,,,,,,0,-67
7673,2019-07-14,2019,17,Melbourne Cricket Ground,Richmond Tigers,Greater Western Sydney Giants,W,27,Richmond Tigers,0.4,-2.4,84.0,8.0,36.0,0.4,0.7,,,,,,,,,,,,1,27
7674,2019-07-20,2019,18,Melbourne Cricket Ground,Richmond Tigers,Port Adelaide Power,W,38,Richmond Tigers,0.6,10.4,90.4,6.0,40.0,0.4,0.7,,,,,,,,,,,,1,38
7677,2019-08-11,2019,21,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,28,Richmond Tigers,1.0,44.4,107.2,8.0,52.0,1.0,0.8,,,,,,,,,,,,1,28
7678,2019-08-18,2019,22,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,W,6,Richmond Tigers,1.0,31.6,91.8,7.0,56.0,0.4,0.8,,,,,,,,,,,,1,6
7679,2019-08-25,2019,23,Melbourne Cricket Ground,Richmond Tigers,Brisbane Lions,W,27,Richmond Tigers,1.0,27.4,90.6,7.0,60.0,1.0,0.9,,,,,,,,,,,,1,27
7681,2019-09-20,2019,PF,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,W,19,Richmond Tigers,1.0,28.2,89.6,13.0,68.0,0.2,0.9,,,,,,,,,,,,1,19
7682,2019-09-28,2019,GF,Melbourne Cricket Ground,Richmond Tigers,Greater Western Sydney Giants,W,89,Richmond Tigers,1.0,25.4,88.0,8.0,72.0,0.6,0.9,,,,,,,,,,,,1,89
7683,2020-03-19,2020,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,24,Richmond Tigers,1.0,37.6,96.2,21.0,0.0,1.0,0.9,,,,,,,,,,,,1,24
7685,2020-06-18,2020,3,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,L,-32,Richmond Tigers,0.9,35.8,90.4,7.0,6.0,0.8,0.95,,,,,,,,,,,,0,-32
7688,2020-07-12,2020,6,The Gabba,Richmond Tigers,Sydney Swans,W,8,Richmond Tigers,0.5,-1.4,65.2,7.0,10.0,0.6,0.9,,,,,,,,,,,,1,8
7689,2020-07-18,2020,7,People First Stadium,Richmond Tigers,North Melbourne Kangaroos,W,54,Richmond Tigers,0.5,-4.6,51.0,6.0,14.0,0.4,0.75,,,,,,,,,,,,1,54
7692,2020-08-04,2020,10,People First Stadium,Richmond Tigers,Brisbane Lions,W,41,Richmond Tigers,0.8,23.6,66.0,6.0,22.0,1.0,0.8333333333333334,,,,,,,,,,,,1,41
7694,2020-08-17,2020,12,The Gabba,Richmond Tigers,gold coast suns,W,21,Richmond Tigers,0.6,20.6,74.2,9.0,26.0,0.5,1.0,,,,,,,,,,,,1,21
7696,2020-08-27,2020,14,People First Stadium,Richmond Tigers,West Coast Eagles,W,27,Richmond Tigers,0.8,18.8,74.0,5.0,34.0,0.4,0.8571428571428571,,,,,,,,,,,,1,27
7697,2020-09-02,2020,15,People First Stadium,Richmond Tigers,Fremantle Dockers,W,27,Richmond Tigers,0.8,16.0,73.6,6.0,38.0,0.8,0.875,,,,,,,,,,,,1,27
7701,2020-10-09,2020,SF,People First Stadium,Richmond Tigers,St Kilda Saints,W,31,Richmond Tigers,0.8,21.8,66.4,7.0,50.0,0.6,0.9,,,,,,,,,,,,1,31
7703,2020-10-24,2020,GF,The Gabba,Richmond Tigers,Geelong Cats,W,31,Richmond Tigers,0.8,18.4,62.8,8.0,58.0,0.6,0.9,,,,,,,,,,,,1,31
7704,2021-03-18,2021,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,25,Richmond Tigers,0.8,19.4,67.6,21.0,0.0,1.0,0.85,,,,,,,,,,,,1,25
7706,2021-04-03,2021,3,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,L,-45,Richmond Tigers,1.0,24.4,78.0,6.0,8.0,0.6,0.85,,,,,,,,,,,,0,-45
7710,2021-04-30,2021,7,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,W,22,Richmond Tigers,0.4,6.8,81.8,6.0,12.0,0.4,0.65,,,,,,,,,,,,1,22
7711,2021-05-07,2021,8,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,L,-63,Richmond Tigers,0.4,5.4,81.6,7.0,16.0,0.8,0.65,,,,,,,,,,,,0,-63
7712,2021-05-15,2021,9,Marvel Stadium,Richmond Tigers,greater western sydney giants,W,4,Richmond Tigers,0.4,1.8,79.8,8.0,16.0,0.5,0.7,,,,,,,,,,,,1,4
7714,2021-05-30,2021,11,ENGIE Stadium,Richmond Tigers,Adelaide Crows,W,28,Richmond Tigers,0.4,-19.8,69.8,9.0,20.0,0.6,0.42857142857142855,,,,,,,,,,,,1,28
7717,2021-06-25,2021,15,Melbourne Cricket Ground,Richmond Tigers,st kilda saints,L,-40,Richmond Tigers,0.6,7.8,95.2,12.0,28.0,0.2,0.55,,,,,,,,,,,,0,-40
7719,2021-07-11,2021,17,Melbourne Cricket Ground,Richmond Tigers,collingwood magpies,L,-16,Richmond Tigers,0.4,2.6,80.8,10.0,28.0,0.3333333333333333,0.45,,,,,,,,,,,,0,-16
7720,2021-07-16,2021,18,People First Stadium,Richmond Tigers,Brisbane Lions,W,20,Richmond Tigers,0.2,-6.2,72.8,5.0,28.0,0.6,1.0,,,,,,,,,,,,1,20
7723,2021-08-07,2021,21,Melbourne Cricket Ground,Richmond Tigers,North Melbourne Kangaroos,W,33,Richmond Tigers,0.2,-9.6,70.4,6.0,32.0,0.6,0.4,,,,,,,,,,,,1,33
7727,2022-03-27,2022,2,Melbourne Cricket Ground,Richmond Tigers,Greater Western Sydney Giants,W,36,Richmond Tigers,0.3,-7.0,73.2,10.0,0.0,0.4,0.25,,,,,,,,,,,,1,36
7729,2022-04-09,2022,4,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,W,38,Richmond Tigers,0.3,-12.2,83.8,6.0,4.0,0.6,0.35,,,,,,,,,,,,1,38
7731,2022-04-24,2022,6,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,L,-22,Richmond Tigers,0.4,-0.6,90.0,8.0,8.0,0.8,0.45,,,,,,,,,,,,0,-22
7733,2022-05-07,2022,8,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,W,27,Richmond Tigers,0.4,14.6,96.8,8.0,12.0,0.5,0.35,,,,,,,,,,,,1,27
7735,2022-05-21,2022,10,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,32,Richmond Tigers,0.6,23.6,106.2,7.0,20.0,1.0,0.55,,,,,,,,,,,,1,32
7737,2022-06-09,2022,13,Melbourne Cricket Ground,Richmond Tigers,Port Adelaide Power,W,12,Richmond Tigers,0.8,37.0,115.0,13.0,24.0,0.6,0.65,,,,,,,,,,,,1,12
7738,2022-06-16,2022,14,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,15,Richmond Tigers,0.8,17.6,97.4,7.0,28.0,0.8,0.75,,,,,,,,,,,,1,15
7740,2022-07-03,2022,16,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,W,35,Richmond Tigers,0.6,10.0,84.8,8.0,32.0,0.6,0.7,,,,,,,,,,,,1,35
7744,2022-07-31,2022,20,Melbourne Cricket Ground,Richmond Tigers,Brisbane Lions,W,7,Richmond Tigers,0.3,5.2,89.2,9.0,38.0,0.6,0.8,,,,,,,,,,,,1,7
7746,2022-08-14,2022,22,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,61,Richmond Tigers,0.5,7.8,89.0,8.0,46.0,0.7,0.8,,,,,,,,,,,,1,61
7752,2023-04-08,2023,4,Melbourne Cricket Ground,Richmond Tigers,western bulldogs,L,-5,Richmond Tigers,0.5,16.4,92.0,8.0,6.0,0.5,0.75,,,,,,,,,,,,0,-5
7753,2023-04-14,2023,5,Adelaide Oval,Richmond Tigers,Sydney Swans,L,-44,Richmond Tigers,0.3,2.2,80.6,6.0,6.0,0.6,0.5,,,,,,,,,,,,0,-44
7755,2023-04-30,2023,7,Marvel Stadium,Richmond Tigers,Gold Coast Suns,L,-24,Richmond Tigers,0.2,-9.8,79.4,6.0,6.0,0.6,0.35,,,,,,,,,,,,0,-24
7756,2023-05-06,2023,8,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,W,46,Richmond Tigers,0.0,-21.0,67.4,6.0,6.0,0.8,0.55,,,,,,,,,,,,1,46
7757,2023-05-12,2023,9,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,W,24,Richmond Tigers,0.2,-9.0,78.4,6.0,10.0,0.4,0.55,,,,,,,,,,,,1,24
7759,2023-05-28,2023,11,Melbourne Cricket Ground,Richmond Tigers,Port Adelaide Power,L,-10,Richmond Tigers,0.4,5.4,80.4,8.0,14.0,0.6,0.55,,,,,,,,,,,,0,-10
7762,2023-06-17,2023,14,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,W,20,Richmond Tigers,0.6,6.8,86.8,7.0,22.0,0.6,0.45,,,,,,,,,,,,1,20
7764,2023-07-06,2023,17,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,W,13,Richmond Tigers,0.6,-10.0,81.0,7.0,26.0,0.4,0.45,,,,,,,,,,,,1,13
7766,2023-07-22,2023,19,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,1,Richmond Tigers,0.8,1.0,82.8,6.0,34.0,0.7,0.45,,,,,,,,,,,,1,1
7767,2023-07-30,2023,20,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,L,-32,Richmond Tigers,0.8,-1.8,85.0,8.0,38.0,0.4,0.5,,,,,,,,,,,,0,-32
7770,2023-08-19,2023,23,Melbourne Cricket Ground,Richmond Tigers,North Melbourne Kangaroos,W,29,Richmond Tigers,0.4,-16.8,84.0,6.0,38.0,0.6,0.5,,,,,,,,,,,,1,29
7774,2024-03-24,2024,2,Melbourne Cricket Ground,Richmond Tigers,Port Adelaide Power,L,-30,Richmond Tigers,0.2,-16.4,72.4,10.0,0.0,0.4,0.6,,,,,,,,,,,,0,-30
7775,2024-03-31,2024,3,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,W,5,Richmond Tigers,0.2,-15.2,79.4,7.0,0.0,0.4,0.5,,,,,,,,,,,,1,5
7776,2024-04-07,2024,4,Norwood Oval,Richmond Tigers,St Kilda Saints,L,-7,Richmond Tigers,0.2,-20.0,75.6,7.0,4.0,0.6,0.5,,,,,,,,,,,,0,-7
7778,2024-04-24,2024,7,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,L,-43,Richmond Tigers,0.2,-15.2,77.0,10.0,4.0,0.2,0.5,,,,,,,,,,,,0,-43
7779,2024-05-05,2024,8,Melbourne Cricket Ground,Richmond Tigers,fremantle dockers,L,-54,Richmond Tigers,0.2,-22.8,69.2,11.0,4.0,0.5,0.5,,,,,,,,,,,,0,-54
7780,2024-05-11,2024,9,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,L,-91,Richmond Tigers,0.2,-27.6,60.6,6.0,4.0,0.6,0.5,,,,,,,,,,,,0,-91
7782,2024-05-25,2024,11,Melbourne Cricket Ground,Richmond Tigers,essendon bombers,L,-12,Richmond Tigers,0.0,-69.2,49.4,7.0,4.0,0.6,0.4,,,,,,,,,,,,0,-12
7785,2024-06-15,2024,14,Melbourne Cricket Ground,Richmond Tigers,hawthorn hawks,L,-48,Richmond Tigers,0.2,-48.8,61.6,9.0,8.0,0.0,0.3,,,,,,,,,,,,0,-48
7786,2024-06-30,2024,16,Melbourne Cricket Ground,Richmond Tigers,carlton blues,L,-61,Richmond Tigers,0.2,-40.2,63.0,15.0,8.0,0.4,0.2,,,,,,,,,,,,0,-61
7788,2024-07-14,2024,18,Melbourne Cricket Ground,Richmond Tigers,Greater Western Sydney Giants,L,-24,Richmond Tigers,0.2,-36.4,64.2,8.0,8.0,0.6,0.2,,,,,,,,,,,,0,-24
7792,2024-08-11,2024,22,Marvel Stadium,Richmond Tigers,St Kilda Saints,L,-48,Richmond Tigers,0.0,-31.0,71.4,8.0,8.0,0.4,0.15,,,,,,,,,,,,0,-48
7794,2024-08-24,2024,24,Melbourne Cricket Ground,Richmond Tigers,Gold Coast Suns,L,-28,Richmond Tigers,0.0,-38.2,67.6,6.0,8.0,0.2,0.1,,,,,,,,,,,,0,-28
7795,2025-03-13,2025,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,13,Richmond Tigers,0.0,-35.6,65.8,21.0,0.0,0.5,0.0,,,,,,,,,,,,1,13
7798,2025-04-05,2025,4,"Melbourne Cricket Ground
",Richmond Tigers,Brisbane Lions,L,-28,Richmond Tigers,0.2,-46.4,67.4,7.0,4.0,0.4,0.6,,,,,,,,,,,,0,-28
7799,2025-04-13,2025,5,Barossa Park,Richmond Tigers,Fremantle Dockers,L,-61,Richmond Tigers,0.2,-39.4,71.8,8.0,4.0,0.7,0.5,,,,,,,,,,,,0,-61
7800,2025-04-19,2025,6,Marvel Stadium,Richmond Tigers,Gold Coast Suns,W,11,Richmond Tigers,0.2,-46.0,68.0,6.0,4.0,0.0,0.05,,,,,,,,,,,,1,11
7803,2025-05-11,2025,9,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,W,2,Richmond Tigers,0.2,-32.6,64.8,7.0,8.0,0.8,0.1,,,,,,,,,,,,1,2
7804,2025-05-18,2025,10,Melbourne Cricket Ground,Richmond Tigers,north melbourne kangaroos,L,-4,Richmond Tigers,0.4,-26.6,63.0,7.0,12.0,0.2,0.2,,,,,,,,,,,,0,-4
7807,2025-06-07,2025,13,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,L,-44,Richmond Tigers,0.2,-18.6,66.8,7.0,12.0,0.4,0.2,,,,,,,,,,,,0,-44
7809,2025-06-29,2025,16,Melbourne Cricket Ground,Richmond Tigers,Adelaide Crows,L,-68,Richmond Tigers,0.0,-30.6,60.2,7.0,12.0,0.8,0.2,,,,,,,,,,,,0,-68
7811,2025-07-12,2025,18,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,9,Richmond Tigers,0.0,-53.2,55.0,7.0,12.0,0.6,0.2,,,,,,,,,,,,1,9
7813,2025-07-27,2025,20,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,L,-36,Richmond Tigers,0.4,-32.2,62.6,8.0,20.0,0.5,0.3,,,,,,,,,,,,0,-36
7815,2025-08-09,2025,22,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,L,-4,Richmond Tigers,0.4,-26.8,56.6,7.0,20.0,0.2,0.3,,,,,,,,,,,,0,-4
7817,2025-08-23,2025,24,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,L,-39,Richmond Tigers,0.2,-24.6,64.8,6.0,20.0,0.2,0.2,,,,,,,,,,,,0,-39
7818,2000-03-12,2000,1,Marvel Stadium,St Kilda Saints,Sydney Swans,L,-34,St Kilda Saints,,,,21.0,0.0,0.5,0.5,,,,,,,,,,,,0,-34
7822,2000-04-09,2000,5,Marvel Stadium,St Kilda Saints,Richmond Tigers,L,-26,St Kilda Saints,0.125,-41.0,97.5,7.0,2.0,0.5,0.5,,,,,,,,,,,,0,-26
7823,2000-04-15,2000,6,Marvel Stadium,St Kilda Saints,Brisbane Lions,L,-39,St Kilda Saints,0.1,-38.0,94.8,6.0,2.0,0.5,0.16666666666666666,,,,,,,,,,,,0,-39
7824,2000-04-22,2000,7,Marvel Stadium,St Kilda Saints,North Melbourne Kangaroos,L,-12,St Kilda Saints,0.1,-39.0,88.0,7.0,2.0,0.5,0.125,,,,,,,,,,,,0,-12
7825,2000-04-29,2000,8,Marvel Stadium,St Kilda Saints,Adelaide Crows,L,-40,St Kilda Saints,0.1,-33.4,91.6,7.0,2.0,0.5,0.1,,,,,,,,,,,,0,-40
7827,2000-05-13,2000,10,Marvel Stadium,St Kilda Saints,carlton blues,L,-27,St Kilda Saints,0.0,-23.6,87.8,8.0,2.0,0.5,0.08333333333333333,,,,,,,,,,,,0,-27
7828,2000-05-19,2000,11,Marvel Stadium,St Kilda Saints,Port Adelaide Power,W,62,St Kilda Saints,0.0,-23.8,87.4,6.0,2.0,0.5,0.07142857142857142,,,,,,,,,,,,1,62
7834,2000-06-30,2000,17,Marvel Stadium,St Kilda Saints,Geelong Cats,W,24,St Kilda Saints,0.0,-55.2,74.4,6.0,6.0,0.5,0.16666666666666666,,,,,,,,,,,,1,24
7836,2000-07-16,2000,19,Marvel Stadium,St Kilda Saints,Melbourne Demons,L,-18,St Kilda Saints,0.2,-41.6,74.2,8.0,10.0,0.5,0.25,,,,,,,,,,,,0,-18
7839,2000-08-05,2000,22,Marvel Stadium,St Kilda Saints,North Melbourne Kangaroos,L,-43,St Kilda Saints,0.2,-42.0,75.6,7.0,10.0,0.5,0.25,,,,,,,,,,,,0,-43
7841,2001-04-08,2001,2,Marvel Stadium,St Kilda Saints,Geelong Cats,L,-29,St Kilda Saints,0.2,-37.2,85.8,8.0,4.0,0.5,0.3,,,,,,,,,,,,0,-29
7842,2001-04-15,2001,3,Marvel Stadium,St Kilda Saints,West Coast Eagles,L,-18,St Kilda Saints,0.2,-39.4,83.4,7.0,4.0,0.5,0.3,,,,,,,,,,,,0,-18
7845,2001-05-05,2001,6,Marvel Stadium,St Kilda Saints,Sydney Swans,W,26,St Kilda Saints,0.2,-27.8,89.4,7.0,4.0,0.5,0.3,,,,,,,,,,,,1,26
7846,2001-05-12,2001,7,Marvel Stadium,St Kilda Saints,Hawthorn Hawks,L,-11,St Kilda Saints,0.2,-23.6,91.0,7.0,8.0,0.5,0.4,,,,,,,,,,,,0,-11
7849,2001-06-02,2001,10,Marvel Stadium,St Kilda Saints,Melbourne Demons,L,-31,St Kilda Saints,0.2,-17.0,96.0,7.0,8.0,0.5,0.4,,,,,,,,,,,,0,-31
7850,2001-06-08,2001,11,Marvel Stadium,St Kilda Saints,Essendon Bombers,L,-42,St Kilda Saints,0.2,-16.6,100.2,6.0,8.0,0.5,0.3,,,,,,,,,,,,0,-42
7852,2001-07-01,2001,13,Marvel Stadium,St Kilda Saints,Richmond Tigers,L,-39,St Kilda Saints,0.2,-26.0,91.6,15.0,12.0,0.5,0.3,,,,,,,,,,,,0,-39
7854,2001-07-13,2001,15,Marvel Stadium,St Kilda Saints,Adelaide Crows,L,-97,St Kilda Saints,0.2,-31.8,87.6,6.0,12.0,0.5,0.2,,,,,,,,,,,,0,-97
7855,2001-07-21,2001,16,Marvel Stadium,St Kilda Saints,western bulldogs,L,-34,St Kilda Saints,0.2,-45.0,76.8,8.0,12.0,0.5,0.2,,,,,,,,,,,,0,-34
7858,2001-08-11,2001,19,Marvel Stadium,St Kilda Saints,Port Adelaide Power,L,-11,St Kilda Saints,0.0,-58.4,68.8,6.0,12.0,0.5,0.2,,,,,,,,,,,,0,-11
7859,2001-08-19,2001,20,Marvel Stadium,St Kilda Saints,Carlton Blues,L,-44,St Kilda Saints,0.0,-49.2,79.2,8.0,12.0,0.5,0.1,,,,,,,,,,,,0,-44
7862,2002-03-30,2002,1,Marvel Stadium,St Kilda Saints,Carlton Blues,W,24,St Kilda Saints,0.2,-46.4,88.2,21.0,0.0,0.5,0.1,,,,,,,,,,,,1,24
7864,2002-04-14,2002,3,Marvel Stadium,St Kilda Saints,Port Adelaide Power,L,-83,St Kilda Saints,0.4,-21.6,82.0,7.0,4.0,0.5,0.2,,,,,,,,,,,,0,-83
7867,2002-05-03,2002,6,Marvel Stadium,St Kilda Saints,Collingwood Magpies,L,-83,St Kilda Saints,0.3,-36.8,63.6,6.0,6.0,0.5,0.15,,,,,,,,,,,,0,-83
7870,2002-05-25,2002,9,Marvel Stadium,St Kilda Saints,richmond tigers,W,9,St Kilda Saints,0.1,-61.4,60.4,6.0,6.0,0.5,0.15,,,,,,,,,,,,1,9
7871,2002-06-02,2002,10,Marvel Stadium,St Kilda Saints,West Coast Eagles,W,50,St Kilda Saints,0.3,-35.2,66.0,8.0,10.0,0.125,0.25,,,,,,,,,,,,1,50
7874,2002-06-30,2002,13,Marvel Stadium,St Kilda Saints,Hawthorn Hawks,L,-9,St Kilda Saints,0.4,-29.6,81.8,9.0,14.0,0.3333333333333333,0.35,,,,,,,,,,,,0,-9
7875,2002-07-07,2002,14,Marvel Stadium,St Kilda Saints,North Melbourne Kangaroos,L,-44,St Kilda Saints,0.4,-11.6,83.0,7.0,14.0,0.5,0.35,,,,,,,,,,,,0,-44
7877,2002-07-21,2002,16,Marvel Stadium,St Kilda Saints,Carlton Blues,W,43,St Kilda Saints,0.0,-35.8,76.2,8.0,14.0,0.3333333333333333,0.35,,,,,,,,,,,,1,43
7878,2002-07-28,2002,17,Princes Park,St Kilda Saints,Fremantle Dockers,W,39,St Kilda Saints,0.2,-15.0,93.8,7.0,18.0,0.3333333333333333,0.5,,,,,,,,,,,,1,39
7880,2002-08-11,2002,19,Marvel Stadium,St Kilda Saints,Geelong Cats,L,-1,St Kilda Saints,0.4,-4.4,97.2,8.0,22.0,0.2,0.35,,,,,,,,,,,,0,-1
7883,2002-08-31,2002,22,Marvel Stadium,St Kilda Saints,Melbourne Demons,L,-18,St Kilda Saints,0.2,-4.4,85.6,6.0,22.0,0.0,0.35,,,,,,,,,,,,0,-18
7885,2003-04-05,2003,2,Marvel Stadium,St Kilda Saints,Adelaide Crows,W,8,St Kilda Saints,0.0,-12.6,86.8,7.0,0.0,0.0,0.3,,,,,,,,,,,,1,8
7887,2003-04-21,2003,4,Marvel Stadium,St Kilda Saints,Richmond Tigers,L,-26,St Kilda Saints,0.2,-23.4,85.2,9.0,4.0,0.0,0.4,,,,,,,,,,,,0,-26
7888,2003-04-27,2003,5,Marvel Stadium,St Kilda Saints,Geelong Cats,W,45,St Kilda Saints,0.2,-26.4,88.2,6.0,4.0,0.2,0.4,,,,,,,,,,,,1,45
7890,2003-05-10,2003,7,Marvel Stadium,St Kilda Saints,Carlton Blues,W,12,St Kilda Saints,0.6,-5.6,94.6,6.0,12.0,0.5,0.4,,,,,,,,,,,,1,12
7892,2003-05-24,2003,9,Marvel Stadium,St Kilda Saints,Collingwood Magpies,L,-65,St Kilda Saints,0.6,1.0,99.0,6.0,16.0,0.0,0.4,,,,,,,,,,,,0,-65
7894,2003-06-07,2003,11,Marvel Stadium,St Kilda Saints,Brisbane Lions,W,5,St Kilda Saints,0.6,-10.2,99.4,6.0,20.0,0.0,0.4,,,,,,,,,,,,1,5
7897,2003-07-04,2003,14,Marvel Stadium,St Kilda Saints,Essendon Bombers,L,-68,St Kilda Saints,0.4,-23.2,88.6,6.0,24.0,0.0,0.5,,,,,,,,,,,,0,-68
7899,2003-07-20,2003,16,Marvel Stadium,St Kilda Saints,North Melbourne Kangaroos,W,5,St Kilda Saints,0.2,-39.6,70.6,8.0,24.0,0.0,0.5,,,,,,,,,,,,1,5
7901,2003-08-03,2003,18,Marvel Stadium,St Kilda Saints,West Coast Eagles,W,61,St Kilda Saints,0.2,-42.6,84.8,7.0,28.0,0.2,0.5,,,,,,,,,,,,1,61
7902,2003-08-09,2003,19,"Marvel Stadium
",St Kilda Saints,richmond tigers,W,80,St Kilda Saints,0.4,-22.0,91.6,6.0,32.0,0.5,0.5,,,,,,,,,,,,1,80
