id,match_date,year,round,venue,home_team,away_team,result,home_margin,home_team_name,home_feat_form_5,home_feat_rolling_margin_5,home_feat_rolling_score_5,home_feat_rest_days,home_feat_ladder_pts,home_feat_h2h_win_5,home_feat_venue_win_10,away_feat_form_5,away_feat_rolling_margin_5,away_feat_rolling_score_5,away_feat_rest_days,away_feat_ladder_pts,away_feat_h2h_win_5,away_feat_venue_win_10,feat_diff_form_5,feat_diff_margin_5,feat_diff_rest,feat_diff_ladder,target_win,target_margin
7362,2005-08-21,2005,21,Marvel Stadium,Richmond Tigers,Hawthorn Hawks,W,4,Richmond Tigers,0.0,-31.2,79.8,7.0,36.0,0.6,0.2,,,,,,,,,,,,1,4
7365,2006-04-07,2006,2,Marvel Stadium,Richmond Tigers,St Kilda Saints,L,-11,Richmond Tigers,0.2,-30.2,86.0,7.0,0.0,0.6,0.3,,,,,,,,,,,,0,-11
7368,2006-04-28,2006,5,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,8,Richmond Tigers,0.2,-31.8,76.6,6.0,4.0,0.4,0.5,,,,,,,,,,,,1,8
7370,2006-05-13,2006,7,Marvel Stadium,Richmond Tigers,Sydney Swans,L,-118,Richmond Tigers,0.6,-6.6,90.4,7.0,12.0,0.4,0.2,,,,,,,,,,,,0,-118
7371,2006-05-20,2006,8,Marvel Stadium,Richmond Tigers,Adelaide Crows,W,3,Richmond Tigers,0.6,-28.0,87.4,7.0,12.0,0.0,0.2,,,,,,,,,,,,1,3
7374,2006-06-10,2006,11,Melbourne Cricket Ground,Richmond Tigers,North Melbourne Kangaroos,W,35,Richmond Tigers,0.6,-20.8,85.4,7.0,20.0,0.4,0.7,,,,,,,,,,,,1,35
7376,2006-07-02,2006,13,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,W,47,Richmond Tigers,0.6,1.2,86.8,14.0,24.0,0.4,0.8,,,,,,,,,,,,1,47
7378,2006-07-14,2006,15,Melbourne Cricket Ground,Richmond Tigers,melbourne demons,L,-18,Richmond Tigers,0.6,13.6,87.8,6.0,32.0,0.5,0.8,,,,,,,,,,,,0,-18
7381,2006-08-05,2006,18,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,L,-22,Richmond Tigers,0.4,-16.8,72.0,7.0,32.0,0.8,0.6,,,,,,,,,,,,0,-22
7382,2006-08-12,2006,19,Marvel Stadium,Richmond Tigers,Brisbane Lions,W,82,Richmond Tigers,0.2,-30.6,69.2,7.0,32.0,0.4,0.2,,,,,,,,,,,,1,82
7384,2006-08-26,2006,21,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,16,Richmond Tigers,0.4,-9.2,96.8,6.0,40.0,0.2,0.6,,,,,,,,,,,,1,16
7385,2006-09-02,2006,22,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,L,-88,Richmond Tigers,0.6,3.6,112.0,7.0,44.0,0.2,0.6,,,,,,,,,,,,0,-88
7387,2007-04-07,2007,2,Melbourne Cricket Ground,Richmond Tigers,sydney swans,L,-16,Richmond Tigers,0.6,7.6,118.8,6.0,0.0,0.5,0.5,,,,,,,,,,,,0,-16
7389,2007-04-20,2007,4,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,L,-32,Richmond Tigers,0.2,-26.0,94.8,7.0,0.0,0.6,0.3,,,,,,,,,,,,0,-32
7390,2007-04-28,2007,5,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,L,-23,Richmond Tigers,0.0,-35.6,89.0,8.0,0.0,0.0,0.2,,,,,,,,,,,,0,-23
7391,2007-05-06,2007,6,Marvel Stadium,Richmond Tigers,Geelong Cats,L,-157,Richmond Tigers,0.0,-22.6,87.2,8.0,0.0,0.2,0.4,,,,,,,,,,,,0,-157
7394,2007-05-26,2007,9,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,L,-8,Richmond Tigers,0.0,-52.2,81.2,8.0,0.0,0.4,0.1,,,,,,,,,,,,0,-8
7397,2007-06-22,2007,12,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,W,49,Richmond Tigers,0.1,-15.6,84.8,12.0,2.0,0.4,0.1,,,,,,,,,,,,1,49
7399,2007-07-08,2007,14,Marvel Stadium,Richmond Tigers,North Melbourne Kangaroos,L,-25,Richmond Tigers,0.3,0.6,96.6,8.0,6.0,0.4,0.45,,,,,,,,,,,,0,-25
7401,2007-07-22,2007,16,Melbourne Cricket Ground,Richmond Tigers,Port Adelaide Power,L,-55,Richmond Tigers,0.2,-13.4,96.2,7.0,6.0,0.4,0.2,,,,,,,,,,,,0,-55
7404,2007-08-10,2007,19,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,W,20,Richmond Tigers,0.0,-53.8,79.2,6.0,6.0,0.6,0.1,,,,,,,,,,,,1,20
7407,2007-09-01,2007,22,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,L,-10,Richmond Tigers,0.4,-24.0,92.4,6.0,14.0,0.0,0.3,,,,,,,,,,,,0,-10
7409,2008-03-30,2008,2,Melbourne Cricket Ground,Richmond Tigers,North Melbourne Kangaroos,L,-41,Richmond Tigers,0.6,7.2,104.4,10.0,4.0,0.2,0.4,,,,,,,,,,,,0,-41
7410,2008-04-06,2008,3,Melbourne Cricket Ground,Richmond Tigers,collingwood magpies,L,-44,Richmond Tigers,0.4,-5.0,98.4,7.0,4.0,0.5,0.4,,,,,,,,,,,,0,-44
7414,2008-05-03,2008,7,Marvel Stadium,Richmond Tigers,St Kilda Saints,L,-3,Richmond Tigers,0.3,-6.6,105.0,6.0,10.0,0.0,0.4,,,,,,,,,,,,0,-3
7415,2008-05-17,2008,8,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,L,-30,Richmond Tigers,0.3,1.0,109.2,14.0,10.0,0.2,0.4,,,,,,,,,,,,0,-30
7418,2008-06-07,2008,11,Melbourne Cricket Ground,Richmond Tigers,Adelaide Crows,L,-50,Richmond Tigers,0.2,-17.8,87.4,6.0,14.0,0.2,0.4,,,,,,,,,,,,0,-50
7419,2008-06-15,2008,12,Marvel Stadium,Richmond Tigers,Melbourne Demons,W,22,Richmond Tigers,0.2,-25.4,87.8,8.0,14.0,0.4,0.4,,,,,,,,,,,,1,22
7421,2008-06-28,2008,14,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,L,-30,Richmond Tigers,0.6,-13.6,101.2,7.0,22.0,0.6,0.4,,,,,,,,,,,,0,-30
7423,2008-07-19,2008,16,"Melbourne Cricket Ground
",Richmond Tigers,Essendon Bombers,W,4,Richmond Tigers,0.6,4.6,115.8,6.0,26.0,0.6,0.3333333333333333,,,,,,,,,,,,1,4
7424,2008-07-26,2008,17,Marvel Stadium,Richmond Tigers,brisbane lions,W,3,Richmond Tigers,0.8,15.4,118.2,7.0,30.0,0.5,0.5,,,,,,,,,,,,1,3
7427,2008-08-17,2008,20,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,29,Richmond Tigers,0.6,-8.4,98.6,7.0,34.0,0.4,0.3,,,,,,,,,,,,1,29
7428,2008-08-23,2008,21,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,W,7,Richmond Tigers,0.6,-18.0,89.2,6.0,38.0,0.4,0.3,,,,,,,,,,,,1,7
7430,2009-03-26,2009,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,L,-83,Richmond Tigers,0.6,-2.0,89.4,21.0,0.0,0.6,0.4,,,,,,,,,,,,0,-83
7433,2009-04-19,2009,4,Melbourne Cricket Ground,Richmond Tigers,melbourne demons,L,-8,Richmond Tigers,0.4,-12.6,88.2,6.0,0.0,0.5,0.4,,,,,,,,,,,,0,-8
7436,2009-05-09,2009,7,"Melbourne Cricket Ground
",Richmond Tigers,Brisbane Lions,L,-26,Richmond Tigers,0.2,-11.6,81.8,6.0,4.0,0.6,0.5,,,,,,,,,,,,0,-26
7438,2009-05-23,2009,9,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,L,-40,Richmond Tigers,0.2,-4.0,86.2,6.0,4.0,0.8,0.4,,,,,,,,,,,,0,-40
7440,2009-06-05,2009,11,"Marvel Stadium
",Richmond Tigers,Western Bulldogs,L,-68,Richmond Tigers,0.2,-17.0,89.0,6.0,8.0,0.1,0.5,,,,,,,,,,,,0,-68
7441,2009-06-13,2009,12,Marvel Stadium,Richmond Tigers,West Coast Eagles,W,15,Richmond Tigers,0.2,-26.8,91.8,8.0,8.0,0.2,0.4,,,,,,,,,,,,1,15
7443,2009-07-04,2009,14,"People First Stadium
",Richmond Tigers,Adelaide Crows,L,-17,Richmond Tigers,0.4,-29.2,83.4,6.0,12.0,0.2,0.5,,,,,,,,,,,,0,-17
7448,2009-08-09,2009,19,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,L,-55,Richmond Tigers,0.5,-5.6,89.2,7.0,22.0,0.0,0.45,,,,,,,,,,,,0,-55
7449,2009-08-15,2009,20,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,L,-93,Richmond Tigers,0.5,-13.2,85.8,6.0,22.0,0.8,0.45,,,,,,,,,,,,0,-93
7450,2009-08-22,2009,21,"Melbourne Cricket Ground
",Richmond Tigers,hawthorn hawks,L,-42,Richmond Tigers,0.5,-27.8,79.8,7.0,22.0,0.5,0.5,,,,,,,,,,,,0,-42
7452,2010-03-25,2010,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,L,-56,Richmond Tigers,0.2,-53.2,70.2,21.0,0.0,0.2,0.35,,,,,,,,,,,,0,-56
7453,2010-04-04,2010,2,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,L,-72,Richmond Tigers,0.0,-65.2,65.8,10.0,0.0,0.1,0.25,,,,,,,,,,,,0,-72
7455,2010-04-18,2010,4,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,L,-55,Richmond Tigers,0.0,-61.0,61.2,8.0,0.0,0.4,0.15,,,,,,,,,,,,0,-55
7459,2010-05-16,2010,8,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,L,-3,Richmond Tigers,0.0,-61.4,62.8,7.0,0.0,0.4,0.15,,,,,,,,,,,,0,-3
7462,2010-06-04,2010,11,Marvel Stadium,Richmond Tigers,st kilda saints,L,-38,Richmond Tigers,0.2,-29.8,73.0,6.0,4.0,0.0,0.45,,,,,,,,,,,,0,-38
7463,2010-06-13,2010,12,"Melbourne Cricket Ground
",Richmond Tigers,West Coast Eagles,W,49,Richmond Tigers,0.2,-15.8,74.2,9.0,4.0,0.4,0.42857142857142855,,,,,,,,,,,,1,49
7465,2010-07-04,2010,14,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,W,4,Richmond Tigers,0.6,8.4,92.4,15.0,12.0,0.0,0.15,,,,,,,,,,,,1,4
7466,2010-07-10,2010,15,Marvel Stadium,Richmond Tigers,Fremantle Dockers,W,19,Richmond Tigers,0.8,16.2,91.2,6.0,16.0,0.6,0.45,,,,,,,,,,,,1,19
7467,2010-07-18,2010,16,Melbourne Cricket Ground,Richmond Tigers,North Melbourne Kangaroos,L,-50,Richmond Tigers,0.8,10.6,95.8,8.0,20.0,0.5,0.25,,,,,,,,,,,,0,-50
7469,2010-08-01,2010,18,Melbourne Cricket Ground,Richmond Tigers,Adelaide Crows,W,20,Richmond Tigers,0.6,-18.0,78.4,8.0,20.0,0.2,0.1,,,,,,,,,,,,1,20
7473,2010-08-29,2010,22,Marvel Stadium,Richmond Tigers,Port Adelaide Power,L,-10,Richmond Tigers,0.2,-40.2,77.2,8.0,24.0,0.4,0.5,,,,,,,,,,,,0,-10
7476,2011-04-09,2011,3,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,L,-63,Richmond Tigers,0.1,-28.0,90.4,8.0,2.0,0.2,0.25,,,,,,,,,,,,0,-63
7477,2011-04-15,2011,4,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,L,-71,Richmond Tigers,0.1,-22.8,87.4,6.0,2.0,0.6,0.25,,,,,,,,,,,,0,-71
7479,2011-04-30,2011,6,Melbourne Cricket Ground,Richmond Tigers,Brisbane Lions,W,26,Richmond Tigers,0.3,-29.0,86.6,6.0,6.0,0.8,0.25,,,,,,,,,,,,1,26
7480,2011-05-07,2011,7,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,W,49,Richmond Tigers,0.5,-19.8,94.6,7.0,10.0,0.6,0.25,,,,,,,,,,,,1,49
7482,2011-05-21,2011,9,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,16,Richmond Tigers,0.6,-4.4,118.4,6.0,14.0,0.6,0.35,,,,,,,,,,,,1,16
7483,2011-05-28,2011,10,TIO Stadium,Richmond Tigers,Port Adelaide Power,L,-15,Richmond Tigers,0.8,13.0,121.4,7.0,18.0,0.4,0.5,,,,,,,,,,,,0,-15
7486,2011-06-25,2011,14,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,L,-27,Richmond Tigers,0.4,-2.6,97.4,7.0,22.0,0.4,0.45,,,,,,,,,,,,0,-27
7487,2011-07-02,2011,15,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,L,-103,Richmond Tigers,0.4,-1.0,92.0,7.0,22.0,0.0,0.35,,,,,,,,,,,,0,-103
7489,2011-07-16,2011,17,Cazaly's Stadium,Richmond Tigers,Gold Coast Suns,L,-15,Richmond Tigers,0.2,-29.6,85.6,7.0,22.0,0.5,0.5,,,,,,,,,,,,0,-15
7492,2011-08-14,2011,21,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,W,43,Richmond Tigers,0.0,-55.2,71.6,7.0,22.0,0.2,0.35,,,,,,,,,,,,1,43
7495,2011-09-04,2011,24,Marvel Stadium,Richmond Tigers,North Melbourne Kangaroos,L,-13,Richmond Tigers,0.6,-9.4,95.6,7.0,34.0,0.5,0.4,,,,,,,,,,,,0,-13
7496,2012-03-29,2012,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,L,-44,Richmond Tigers,0.6,0.4,103.6,21.0,0.0,0.0,0.5,,,,,,,,,,,,0,-44
7498,2012-04-14,2012,3,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,W,59,Richmond Tigers,0.4,-9.8,94.8,7.0,0.0,0.4,0.5,,,,,,,,,,,,1,59
7500,2012-04-29,2012,5,Marvel Stadium,Richmond Tigers,West Coast Eagles,L,-10,Richmond Tigers,0.2,-5.8,86.8,7.0,4.0,0.6,0.3,,,,,,,,,,,,0,-10
7502,2012-05-12,2012,7,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,W,29,Richmond Tigers,0.4,11.0,90.0,6.0,8.0,0.4,0.5,,,,,,,,,,,,1,29
7504,2012-05-26,2012,9,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,62,Richmond Tigers,0.4,5.4,90.6,7.0,12.0,0.2,0.4,,,,,,,,,,,,1,62
7506,2012-06-09,2012,11,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,L,-12,Richmond Tigers,0.8,23.4,109.8,8.0,20.0,0.8,0.5,,,,,,,,,,,,0,-12
7510,2012-07-14,2012,16,Cazaly's Stadium,Richmond Tigers,Gold Coast Suns,L,-2,Richmond Tigers,0.6,2.4,92.2,7.0,28.0,0.5,0.5,,,,,,,,,,,,0,-2
7511,2012-07-22,2012,17,"Melbourne Cricket Ground
",Richmond Tigers,North Melbourne Kangaroos,L,-4,Richmond Tigers,0.4,0.4,85.6,8.0,28.0,0.5,0.5,,,,,,,,,,,,0,-4
7514,2012-08-12,2012,20,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,W,70,Richmond Tigers,0.4,12.2,102.2,8.0,32.0,0.1,0.5,,,,,,,,,,,,1,70
7516,2012-08-24,2012,22,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,45,Richmond Tigers,0.4,17.6,108.8,6.0,36.0,0.4,0.5,,,,,,,,,,,,1,45
7520,2013-04-14,2013,3,Marvel Stadium,Richmond Tigers,Western Bulldogs,W,67,Richmond Tigers,0.7,9.0,97.0,9.0,8.0,0.2,0.3,,,,,,,,,,,,1,67
7521,2013-04-20,2013,4,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,L,-34,Richmond Tigers,0.9,26.8,109.6,6.0,12.0,0.2,0.65,,,,,,,,,,,,0,-34
7523,2013-05-04,2013,6,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,L,-44,Richmond Tigers,0.6,10.8,99.8,8.0,12.0,0.0,0.65,,,,,,,,,,,,0,-44
7525,2013-05-19,2013,8,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,W,34,Richmond Tigers,0.4,5.8,99.0,8.0,16.0,0.6,0.55,,,,,,,,,,,,1,34
7526,2013-05-25,2013,9,Melbourne Cricket Ground,Richmond Tigers,essendon bombers,L,-29,Richmond Tigers,0.4,-0.8,93.2,6.0,20.0,0.4,0.65,,,,,,,,,,,,0,-29
7528,2013-06-15,2013,12,Melbourne Cricket Ground,Richmond Tigers,Adelaide Crows,W,38,Richmond Tigers,0.6,8.6,94.4,12.0,24.0,0.4,0.55,,,,,,,,,,,,1,38
7530,2013-06-30,2013,14,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,W,64,Richmond Tigers,0.8,28.8,100.4,8.0,32.0,0.5,0.65,,,,,,,,,,,,1,64
7532,2013-07-13,2013,16,Cazaly's Stadium,Richmond Tigers,Gold Coast Suns,W,9,Richmond Tigers,0.8,28.2,103.8,7.0,36.0,0.5,0.5,,,,,,,,,,,,1,9
7533,2013-07-21,2013,17,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,W,27,Richmond Tigers,0.8,21.8,93.8,8.0,40.0,0.4,0.65,,,,,,,,,,,,1,27
7536,2013-08-10,2013,20,Melbourne Cricket Ground,Richmond Tigers,Brisbane Lions,W,23,Richmond Tigers,0.6,-6.4,74.6,7.0,48.0,0.8,0.7,,,,,,,,,,,,1,23
7537,2013-08-17,2013,21,Melbourne Cricket Ground,Richmond Tigers,carlton blues,L,-10,Richmond Tigers,0.8,10.6,80.8,7.0,52.0,0.3333333333333333,0.7,,,,,,,,,,,,0,-10
7540,2013-09-08,2013,EF,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,L,-20,Richmond Tigers,0.8,42.8,113.4,8.0,60.0,0.2,0.7,,,,,,,,,,,,0,-20
7542,2014-03-27,2014,2,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,12,Richmond Tigers,0.4,22.4,105.6,12.0,0.0,0.2,0.7,,,,,,,,,,,,1,12
7544,2014-04-11,2014,4,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,L,-38,Richmond Tigers,0.4,2.2,93.0,6.0,4.0,0.0,0.7,,,,,,,,,,,,0,-38
7546,2014-04-27,2014,6,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,L,-66,Richmond Tigers,0.4,-0.6,88.6,10.0,8.0,0.6,0.7,,,,,,,,,,,,0,-66
7548,2014-05-17,2014,9,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,L,-17,Richmond Tigers,0.2,-13.6,80.8,13.0,8.0,0.8,0.5,,,,,,,,,,,,0,-17
7552,2014-06-14,2014,13,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,L,-20,Richmond Tigers,0.2,2.6,89.2,6.0,12.0,0.4,0.3,,,,,,,,,,,,0,-20
7553,2014-06-20,2014,14,Melbourne Cricket Ground,Richmond Tigers,sydney swans,L,-11,Richmond Tigers,0.2,-0.4,91.0,6.0,12.0,0.5,0.2,,,,,,,,,,,,0,-11
7555,2014-07-05,2014,16,Melbourne Cricket Ground,Richmond Tigers,Brisbane Lions,W,25,Richmond Tigers,0.2,-13.0,79.0,7.0,16.0,1.0,0.2,,,,,,,,,,,,1,25
7556,2014-07-13,2014,17,Marvel Stadium,Richmond Tigers,Port Adelaide Power,W,20,Richmond Tigers,0.4,2.0,84.0,8.0,20.0,0.5,0.4,,,,,,,,,,,,1,20
7558,2014-08-02,2014,19,Melbourne Cricket Ground,Richmond Tigers,Greater Western Sydney Giants,W,27,Richmond Tigers,0.8,19.0,86.4,8.0,28.0,0.5,0.2,,,,,,,,,,,,1,27
7559,2014-08-08,2014,20,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,18,Richmond Tigers,1.0,26.6,94.0,6.0,32.0,0.6,0.3,,,,,,,,,,,,1,18
7561,2014-08-24,2014,22,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,W,26,Richmond Tigers,1.0,18.4,89.6,8.0,40.0,0.9,0.3,,,,,,,,,,,,1,26
7565,2015-04-11,2015,2,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,L,-19,Richmond Tigers,0.8,1.8,85.0,9.0,4.0,0.6,0.5,,,,,,,,,,,,0,-19
7567,2015-04-24,2015,4,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,L,-32,Richmond Tigers,0.6,6.6,90.2,6.0,8.0,0.8,0.5,,,,,,,,,,,,0,-32
7568,2015-05-02,2015,5,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,L,-9,Richmond Tigers,0.4,-0.4,86.8,8.0,8.0,0.0,0.5,,,,,,,,,,,,0,-9
7570,2015-05-17,2015,7,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,W,5,Richmond Tigers,0.2,-3.2,80.8,8.0,8.0,0.0,0.5,,,,,,,,,,,,1,5
7572,2015-05-30,2015,9,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,13,Richmond Tigers,0.4,-7.6,76.4,6.0,16.0,0.6,0.6,,,,,,,,,,,,1,13
7574,2015-06-19,2015,12,"Melbourne Cricket Ground
",Richmond Tigers,West Coast Eagles,L,-20,Richmond Tigers,0.8,8.6,84.8,14.0,24.0,0.6,0.4444444444444444,,,,,,,,,,,,0,-20
7576,2015-07-04,2015,14,"Melbourne Cricket Ground
",Richmond Tigers,Greater Western Sydney Giants,W,9,Richmond Tigers,0.8,14.2,82.0,8.0,28.0,0.5,0.4,,,,,,,,,,,,1,9
7577,2015-07-10,2015,15,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,30,Richmond Tigers,0.8,9.4,82.4,6.0,32.0,0.6,0.7,,,,,,,,,,,,1,30
7579,2015-07-25,2015,17,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,L,-4,Richmond Tigers,0.8,10.6,80.6,6.0,40.0,0.4,0.7,,,,,,,,,,,,0,-4
7582,2015-08-16,2015,20,Melbourne Cricket Ground,Richmond Tigers,Gold Coast Suns,W,83,Richmond Tigers,0.6,4.8,72.2,9.0,44.0,0.25,0.6,,,,,,,,,,,,1,83
7585,2015-09-04,2015,23,Marvel Stadium,Richmond Tigers,north melbourne kangaroos,W,41,Richmond Tigers,0.8,36.6,96.4,6.0,56.0,0.5,0.6,,,,,,,,,,,,1,41
7586,2015-09-13,2015,EF,Melbourne Cricket Ground,Richmond Tigers,North Melbourne Kangaroos,L,-17,Richmond Tigers,0.8,41.2,103.8,9.0,60.0,0.2,0.7,,,,,,,,,,,,0,-17
7587,2016-03-24,2016,1,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,W,9,Richmond Tigers,0.8,45.0,111.0,21.0,0.0,0.8,0.7,,,,,,,,,,,,1,9
7589,2016-04-09,2016,3,Marvel Stadium,Richmond Tigers,Adelaide Crows,L,-36,Richmond Tigers,0.6,11.8,89.6,8.0,4.0,0.6,0.7,,,,,,,,,,,,0,-36
7592,2016-04-30,2016,6,Melbourne Cricket Ground,Richmond Tigers,Port Adelaide Power,L,-35,Richmond Tigers,0.2,-25.8,84.6,6.0,4.0,0.7,0.6,,,,,,,,,,,,0,-35
7593,2016-05-06,2016,7,Melbourne Cricket Ground,Richmond Tigers,hawthorn hawks,L,-46,Richmond Tigers,0.0,-34.6,78.0,6.0,4.0,0.5,0.5,,,,,,,,,,,,0,-46
7594,2016-05-14,2016,8,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,W,1,Richmond Tigers,0.0,-43.6,78.8,8.0,4.0,0.8,0.5,,,,,,,,,,,,1,1
7598,2016-06-12,2016,12,Melbourne Cricket Ground,Richmond Tigers,Gold Coast Suns,W,17,Richmond Tigers,0.6,-7.8,86.6,9.0,16.0,0.4,0.5,,,,,,,,,,,,1,17
7599,2016-06-25,2016,14,Melbourne Cricket Ground,Richmond Tigers,brisbane lions,W,42,Richmond Tigers,0.8,4.8,91.4,13.0,20.0,0.5,0.5,,,,,,,,,,,,1,42
7602,2016-07-16,2016,17,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,19,Richmond Tigers,0.4,-11.8,83.2,7.0,24.0,0.8,0.5,,,,,,,,,,,,1,19
7605,2016-08-05,2016,20,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,W,15,Richmond Tigers,0.2,-37.4,60.0,6.0,28.0,0.4,0.5,,,,,,,,,,,,1,15
7606,2016-08-14,2016,21,Melbourne Cricket Ground,Richmond Tigers,Geelong Cats,L,-4,Richmond Tigers,0.4,-26.8,67.2,9.0,32.0,0.0,0.6,,,,,,,,,,,,0,-4
7607,2016-08-20,2016,22,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,L,-9,Richmond Tigers,0.4,-25.6,67.8,6.0,32.0,1.0,0.6,,,,,,,,,,,,0,-9
7610,2017-03-30,2017,2,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,W,19,Richmond Tigers,0.4,-13.6,79.8,7.0,4.0,0.6,0.7,,,,,,,,,,,,1,19
7611,2017-04-08,2017,3,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,W,11,Richmond Tigers,0.4,-12.8,81.2,9.0,8.0,0.4,0.7,,,,,,,,,,,,1,11
7613,2017-04-24,2017,5,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,W,13,Richmond Tigers,0.8,2.4,95.4,8.0,16.0,0.4,0.7,,,,,,,,,,,,1,13
7616,2017-05-14,2017,8,Melbourne Cricket Ground,Richmond Tigers,Fremantle Dockers,L,-2,Richmond Tigers,0.6,-1.0,84.4,8.0,20.0,0.6,0.7,,,,,,,,,,,,0,-2
7618,2017-05-27,2017,10,Melbourne Cricket Ground,Richmond Tigers,Essendon Bombers,W,15,Richmond Tigers,0.2,-14.6,74.4,7.0,20.0,1.0,0.6,,,,,,,,,,,,1,15
7620,2017-06-17,2017,13,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,L,-9,Richmond Tigers,0.4,8.0,80.4,14.0,28.0,0.6,0.6,,,,,,,,,,,,0,-9
7621,2017-06-25,2017,14,Melbourne Cricket Ground,Richmond Tigers,carlton blues,W,26,Richmond Tigers,0.4,7.2,79.6,8.0,28.0,0.25,0.6,,,,,,,,,,,,1,26
7624,2017-07-16,2017,17,Marvel Stadium,Richmond Tigers,Brisbane Lions,W,31,Richmond Tigers,0.6,-0.4,80.6,8.0,36.0,1.0,0.5,,,,,,,,,,,,1,31
7625,2017-07-23,2017,18,Melbourne Cricket Ground,Richmond Tigers,Greater Western Sydney Giants,W,19,Richmond Tigers,0.6,-1.2,82.8,7.0,40.0,0.6,0.6,,,,,,,,,,,,1,19
7627,2017-08-06,2017,20,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,W,29,Richmond Tigers,0.8,5.8,84.2,8.0,48.0,0.6,0.7,,,,,,,,,,,,1,29
7630,2017-08-27,2017,23,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,W,41,Richmond Tigers,0.8,34.2,95.2,7.0,56.0,0.6,0.8,,,,,,,,,,,,1,41
